parameter,entity,estimate,std.error,p.val.adj,s_var
timepoint48H,f__Lachnospiraceae,0.9375216993038112,1.3117466976742655,0.8949551584981849,1
obesity_groupobesity,f__Lachnospiraceae,-0.4401860537259948,0.6501150178720678,0.9623530565663692,1
carbohydrateRDC:timepoint48H,f__Lachnospiraceae,1.6362808591552307,1.5811194571099192,0.5569864991514918,1
carbohydrateSDC:timepoint48H,f__Lachnospiraceae,1.0271617151249437,1.5795051024857458,0.8933255924318921,1
carbohydrateRDC,f__Ruminococcaceae,-1.4314711977152728,1.229793540351357,0.7067525930869704,1
carbohydrateSDC,f__Ruminococcaceae,-0.06990411522959303,1.2329778075339404,0.99955643063167,1
timepoint48H,f__Ruminococcaceae,1.8794660794922373,1.3821557074605173,0.4699956580442758,1
obesity_groupobesity,f__Ruminococcaceae,-0.7537642464270141,0.6425775382425593,0.8765671172936684,1
carbohydrateRDC:timepoint48H,f__Ruminococcaceae,0.462979615743142,1.6663888125046238,0.8728482904452342,1
carbohydrateSDC:timepoint48H,f__Ruminococcaceae,-0.03287566574358808,1.6647007537826375,0.9894871041560724,1
carbohydrateRDC,o__Clostridiales,-1.1755305712057316,1.373365807983499,0.7378667391594959,1
carbohydrateSDC,o__Clostridiales,-0.015472795452692357,1.3766569451256476,0.9999677389256568,1
timepoint48H,o__Clostridiales,1.5922147403104001,1.5464898401016147,0.68438837429982,1
obesity_groupobesity,o__Clostridiales,-0.6651759227882824,1.773132362886034,0.9954711912516987,1
carbohydrateRDC:timepoint48H,o__Clostridiales,2.0895096500708563,1.8604110088781998,0.5696532886085869,1
carbohydrateSDC:timepoint48H,o__Clostridiales,1.1154901125781078,1.858402316321767,0.9051188139282766,1
carbohydrateRDC,other,-1.0758067327644023,1.0722179322929644,0.7071671792967534,1
carbohydrateSDC,other,-0.03036770563762168,1.0749305052558065,0.99955643063167,1
timepoint48H,other,6.536605908743522,1.2056116164924098,2.0640932537108883e-6,1
obesity_groupobesity,other,1.189623001076444,0.651812626072708,1,1
carbohydrateRDC:timepoint48H,other,1.6000023208538277,1.4527299485807315,0.544988524812409,1
carbohydrateSDC:timepoint48H,other,0.7276385610698056,1.4512316759240227,0.911496946229586,1
